table_name,column_name
nstd_102_gr_ch_38_variant_region_vcf_parsed_full,end_position
nstd_102_gr_ch_38_variant_region_vcf_parsed_full,method
nstd_102_gr_ch_38_variant_region_vcf_parsed_full,platform
nstd_102_gr_ch_38_variant_region_vcf_parsed_full,study_id
nstd_102_gr_ch_38_variant_region_vcf_parsed_full,data_source
nstd_102_gr_ch_38_variant_region_vcf_parsed_full,download_date
omim_mim_2_gene_medgen_raw,mim_number
omim_mim_2_gene_medgen_raw,gene_id
omim_mim_2_gene_medgen_raw,entry_type
omim_mim_2_gene_medgen_raw,source
omim_mim_2_gene_medgen_raw,medgen_cui
omim_mim_2_gene_medgen_raw,comment
omim_mim_2_gene_medgen_raw,data_source
omim_mim_2_gene_medgen_raw,download_date
protein_gene_mapping_human,gene_id
protein_gene_mapping_human,symbol
protein_gene_mapping_human,protein_accession
protein_gene_mapping_human,rna_accession
protein_gene_mapping_human,genomic_accession
protein_gene_mapping_human,start_position
protein_gene_mapping_human,end_position
protein_gene_mapping_human,orientation
protein_gene_mapping_human,data_source
protein_gene_mapping_human,download_date
refseq_genes_grch_38,gene_id
refseq_genes_grch_38,gene_name
refseq_genes_grch_38,chromosome
refseq_genes_grch_38,strand
refseq_genes_grch_38,source
refseq_transcripts_grch_38,transcript_id
refseq_transcripts_grch_38,gene_id
refseq_transcripts_grch_38,gene_name
refseq_transcripts_grch_38,chromosome
refseq_transcripts_grch_38,start
refseq_transcripts_grch_38,end
refseq_transcripts_grch_38,strand
refseq_transcripts_grch_38,source
uniprot_swissprot_human,uniprot_accession
uniprot_swissprot_human,gene_symbol
uniprot_swissprot_human,protein_name
uniprot_swissprot_human,taxid
uniprot_swissprot_human,data_source
uniprot_swissprot_human,download_date
