table_name,column_name
genes_ultra_enriched,description_word_count
genes_ultra_enriched,has_domain_in_description
genes_ultra_enriched,has_subunit_info
genes_ultra_enriched,chromosome
genes_ultra_enriched,map_location
genes_ultra_enriched,cyto_chromosome
genes_ultra_enriched,cyto_arm
genes_ultra_enriched,cyto_region
genes_ultra_enriched,cyto_band
genes_ultra_enriched,cyto_sub_band
genes_ultra_enriched,is_telomeric
genes_ultra_enriched,is_centromeric
genes_ultra_enriched,is_pericentromeric
genes_ultra_enriched,start_position
genes_ultra_enriched,end_position
genes_ultra_enriched,strand
genes_ultra_enriched,gene_length
genes_ultra_enriched,needs_position_lookup
genes_ultra_enriched,is_kinase
genes_ultra_enriched,is_receptor
genes_ultra_enriched,is_enzyme
genes_ultra_enriched,is_phosphatase
genes_ultra_enriched,is_transporter
genes_ultra_enriched,is_gpcr
genes_ultra_enriched,is_transcription_factor
genes_ultra_enriched,is_channel
genes_ultra_enriched,is_membrane_protein
genes_ultra_enriched,is_growth_factor
genes_ultra_enriched,is_structural
genes_ultra_enriched,is_regulatory
genes_ultra_enriched,is_metabolic
genes_ultra_enriched,is_dna_binding
genes_ultra_enriched,is_rna_binding
genes_ultra_enriched,is_ubiquitin_related
genes_ultra_enriched,is_protease
genes_ultra_enriched,has_glycoprotein
genes_ultra_enriched,has_receptor_keyword
genes_ultra_enriched,has_enzyme_keyword
genes_ultra_enriched,has_kinase_keyword
genes_ultra_enriched,has_binding_keyword
genes_ultra_enriched,primary_function
genes_ultra_enriched,biological_process
genes_ultra_enriched,cellular_location
genes_ultra_enriched,druggability_score
genes_ultra_enriched,nuclear
genes_ultra_enriched,mitochondrial
genes_ultra_enriched,cytoplasmic
genes_ultra_enriched,membrane
genes_ultra_enriched,extracellular
genes_ultra_enriched,endoplasmic_reticulum
genes_ultra_enriched,golgi
genes_ultra_enriched,lysosomal
genes_ultra_enriched,peroxisomal
genes_ultra_enriched,gene_type
genes_ultra_enriched,full_name
genes_ultra_enriched,nomenclature_status
genes_ultra_enriched,modification_date
genes_ultra_enriched,data_source
omim_catalog,mim_number
omim_catalog,gene_id
omim_catalog,entry_type
omim_catalog,medgen_cui
pharmgkb_genes,gene_symbol
pharmgkb_genes,gene_name
pharmgkb_genes,source
pharmgkb_genes,evidence
pharmgkb_genes,source_count
protein_domains,uniprot_accession
protein_domains,gene_symbol
protein_domains,protein_name
protein_domains,has_zinc_finger
protein_domains,has_kinase_domain
protein_domains,has_receptor_domain
protein_domains,has_sh2_domain
protein_domains,has_sh3_domain
protein_domains,has_ph_domain
protein_domains,has_death_domain
protein_domains,has_leucine_zipper
protein_domains,has_helix_loop_helix
protein_domains,has_immunoglobulin
protein_domains,domain_count
protein_domains,has_functional_domain
proteins_refseq,protein_accession
proteins_refseq,gene_id
proteins_refseq,gene_symbol
proteins_refseq,rna_accession
proteins_uniprot,uniprot_accession
proteins_uniprot,gene_symbol
proteins_uniprot,protein_name
proteins_uniprot,taxid
structural_variants,variant_id
structural_variants,study_id
structural_variants,variant_name
structural_variants,variant_type
structural_variants,chromosome
structural_variants,start_position
structural_variants,end_position
structural_variants,assembly
transcripts,transcript_id
transcripts,gene_symbol
transcripts,gene_name
transcripts,chromosome
transcripts,start
transcripts,stop
transcripts,strand
variant_protein_impact,variant_id
variant_protein_impact,allele_id
variant_protein_impact,gene_id
variant_protein_impact,gene_name
variant_protein_impact,chromosome
variant_protein_impact,position
variant_protein_impact,reference_allele
variant_protein_impact,alternate_allele
variant_protein_impact,variant_type
variant_protein_impact,variant_name
variant_protein_impact,clinical_significance_original
variant_protein_impact,clinical_significance_simple
variant_protein_impact,is_pathogenic
variant_protein_impact,is_benign
variant_protein_impact,is_vus
variant_protein_impact,review_status
variant_protein_impact,review_quality_score
variant_protein_impact,disease_enriched
variant_protein_impact,primary_disease
variant_protein_impact,omim_id
variant_protein_impact,mondo_id
variant_protein_impact,refseq_protein_accession
variant_protein_impact,uniprot_accession
variant_protein_impact,protein_name
variant_protein_impact,protein_change
variant_protein_impact,cdna_change
variant_protein_impact,is_missense_variant
variant_protein_impact,is_frameshift_variant
variant_protein_impact,is_nonsense_variant
variant_protein_impact,is_splice_variant
variant_protein_impact,is_insertion
variant_protein_impact,is_deletion
variant_protein_impact,is_snv
variant_protein_impact,has_functional_domain
variant_protein_impact,domain_count
variant_protein_impact,has_kinase_domain
variant_protein_impact,has_receptor_domain
variant_protein_impact,has_zinc_finger
variant_protein_impact,has_sh2_domain
variant_protein_impact,has_sh3_domain
variant_protein_impact,has_ph_domain
variant_protein_impact,affects_functional_domain
variant_protein_impact,mutation_severity_score
variant_protein_impact,protein_impact_category
variant_protein_impact,pathogenicity_score
variant_protein_impact,predicted_pathogenicity
variant_protein_impact,clinvar_pathogenicity_class
variant_protein_impact,is_high_impact
variant_protein_impact,is_very_high_impact
variant_protein_impact,is_conservation_constrained
variant_protein_impact,is_highly_conserved_region
variant_protein_impact,is_domain_affecting
variant_protein_impact,is_loss_of_function
variant_protein_impact,is_splice_affecting
variant_protein_impact,has_cadd_score
variant_protein_impact,is_deleterious_by_cadd
variant_protein_impact,phylop_score
variant_protein_impact,phastcons_score
variant_protein_impact,gerp_score
variant_protein_impact,cadd_phred
variant_protein_impact,is_highly_conserved
variant_protein_impact,is_constrained
variant_protein_impact,is_likely_deleterious
variant_protein_impact,conservation_level
variants_ultra_enriched,variant_id
variants_ultra_enriched,allele_id
variants_ultra_enriched,gene_id
variants_ultra_enriched,gene_name
variants_ultra_enriched,rcv_id_1
variants_ultra_enriched,rcv_id_2
variants_ultra_enriched,rcv_id_3
variants_ultra_enriched,rcv_id_4
variants_ultra_enriched,rcv_id_5
variants_ultra_enriched,rcv_id_6
variants_ultra_enriched,rcv_id_7
variants_ultra_enriched,rcv_id_8
variants_ultra_enriched,rcv_id_9
variants_ultra_enriched,rcv_id_10
variants_ultra_enriched,total_rcv_ids
variants_ultra_enriched,has_multiple_submissions
variants_ultra_enriched,primary_rcv_number
variants_ultra_enriched,disease_original
variants_ultra_enriched,disease_enriched
variants_ultra_enriched,disease_was_enriched
variants_ultra_enriched,enrichment_source
variants_ultra_enriched,is_generic_disease
variants_ultra_enriched,disease_array
variants_ultra_enriched,primary_disease
variants_ultra_enriched,secondary_disease
variants_ultra_enriched,disease_count
variants_ultra_enriched,has_multiple_diseases
variants_ultra_enriched,omim_id
variants_ultra_enriched,omim_id_secondary
variants_ultra_enriched,orphanet_id
variants_ultra_enriched,mondo_id
variants_ultra_enriched,medgen_id
variants_ultra_enriched,hpo_id
variants_ultra_enriched,snomed_id
variants_ultra_enriched,phenotype_db_count
variants_ultra_enriched,is_well_annotated
variants_ultra_enriched,transcript_id
variants_ultra_enriched,transcript_version
variants_ultra_enriched,variant_gene_symbol
variants_ultra_enriched,cdna_change
variants_ultra_enriched,protein_change
variants_ultra_enriched,cdna_position
variants_ultra_enriched,is_frameshift_variant
variants_ultra_enriched,is_nonsense_variant
variants_ultra_enriched,is_splice_variant
variants_ultra_enriched,is_missense_variant
variants_ultra_enriched,clinical_significance_original
variants_ultra_enriched,clinical_significance_clean
variants_ultra_enriched,clinical_significance_simple
variants_ultra_enriched,is_pathogenic
variants_ultra_enriched,is_benign
variants_ultra_enriched,is_vus
variants_ultra_enriched,chromosome
variants_ultra_enriched,position
variants_ultra_enriched,stop_position
variants_ultra_enriched,cytogenetic
variants_ultra_enriched,variant_type
variants_ultra_enriched,variant_name
variants_ultra_enriched,reference_allele
variants_ultra_enriched,alternate_allele
variants_ultra_enriched,is_snv
variants_ultra_enriched,is_deletion
variants_ultra_enriched,is_insertion
variants_ultra_enriched,is_duplication
variants_ultra_enriched,is_indel
variants_ultra_enriched,is_cnv
variants_ultra_enriched,is_microsatellite
variants_ultra_enriched,origin
variants_ultra_enriched,origin_simple
variants_ultra_enriched,is_germline
variants_ultra_enriched,is_somatic
variants_ultra_enriched,is_de_novo
variants_ultra_enriched,is_inherited
variants_ultra_enriched,is_maternal
variants_ultra_enriched,is_paternal
variants_ultra_enriched,review_status
variants_ultra_enriched,review_quality_score
variants_ultra_enriched,quality_tier
variants_ultra_enriched,number_submitters
variants_ultra_enriched,last_evaluated
variants_ultra_enriched,last_evaluated_date
variants_ultra_enriched,days_since_evaluation
variants_ultra_enriched,is_recently_evaluated
variants_ultra_enriched,assembly
variants_ultra_enriched,phenotype_ids
